date,open,high,low,close,volume,num_trades
2022-09-15 13:00:00,1588.64,1592.0,1570.0,1586.92,36166.9257,59513
2022-09-15 14:00:00,1586.91,1591.67,1482.23,1491.44,137528.8368,169947
2022-09-15 15:00:00,1491.44,1502.18,1458.0,1492.94,104888.4158,141074
2022-09-15 16:00:00,1492.95,1510.09,1483.46,1509.51,47549.3369,69216
2022-09-15 17:00:00,1509.51,1519.11,1504.71,1508.08,30676.3397,48653
2022-09-15 18:00:00,1508.08,1513.74,1492.72,1498.76,19661.5433,36580
2022-09-15 19:00:00,1498.75,1506.96,1489.71,1497.63,24230.5259,35840
2022-09-15 20:00:00,1497.64,1509.62,1493.61,1503.99,19777.7536,26593
2022-09-15 21:00:00,1503.98,1504.5,1484.05,1490.41,17184.9414,26250
2022-09-15 22:00:00,1490.42,1490.42,1459.14,1475.04,49973.8372,50529
2022-09-15 23:00:00,1475.04,1479.19,1461.99,1472.75,28999.7585,48614
2022-09-16 00:00:00,1472.76,1483.33,1446.7,1482.97,54218.4925,68327
2022-09-16 01:00:00,1482.97,1483.35,1466.07,1471.42,17390.5224,31231
2022-09-16 02:00:00,1471.43,1474.45,1453.56,1466.74,22788.2835,38179
2022-09-16 03:00:00,1466.73,1474.05,1460.11,1473.56,17642.4003,31552
2022-09-16 04:00:00,1473.56,1480.44,1469.16,1469.78,17531.7298,28301
2022-09-16 05:00:00,1469.78,1479.04,1469.41,1472.21,11777.7965,24488
2022-09-16 06:00:00,1472.2,1476.74,1467.19,1472.36,15698.0548,29823
2022-09-16 07:00:00,1472.37,1477.27,1469.56,1471.7,16588.6129,30762
2022-09-16 08:00:00,1471.7,1472.12,1442.2,1451.44,48256.0057,68258
2022-09-16 09:00:00,1451.44,1465.99,1450.26,1462.71,28705.6979,45875
2022-09-16 10:00:00,1462.7,1474.24,1458.62,1469.7,23587.554,37102
2022-09-16 11:00:00,1469.69,1482.18,1465.39,1478.64,22788.6332,37653
2022-09-16 12:00:00,1478.64,1478.98,1452.08,1455.15,27696.0087,47295
2022-09-16 13:00:00,1455.16,1464.63,1424.28,1430.72,66641.4637,95818
2022-09-16 14:00:00,1430.72,1459.39,1425.0,1447.16,62339.5709,97643
2022-09-16 15:00:00,1447.16,1456.97,1439.52,1452.31,34757.8626,55583
2022-09-16 16:00:00,1452.31,1452.31,1412.44,1428.02,52337.0641,76128
2022-09-16 17:00:00,1428.01,1433.1,1405.52,1421.39,42315.7638,70230
2022-09-16 18:00:00,1421.4,1434.07,1410.01,1428.09,29341.0663,51119
2022-09-16 19:00:00,1428.09,1438.62,1426.98,1427.6,18201.1834,35776
2022-09-16 20:00:00,1427.6,1437.94,1427.35,1437.94,13380.524,27977
2022-09-16 21:00:00,1437.93,1448.41,1434.29,1439.78,13748.5724,32369
2022-09-16 22:00:00,1439.78,1442.22,1430.62,1432.27,19630.5003,27188
2022-09-16 23:00:00,1432.28,1434.61,1423.04,1433.9,16233.8788,23307
2022-09-17 00:00:00,1433.9,1456.6,1430.81,1443.04,34941.7401,42691
2022-09-17 01:00:00,1443.05,1448.41,1438.38,1445.64,18565.1395,28037
2022-09-17 02:00:00,1445.63,1446.23,1436.77,1439.71,11880.8961,24344
2022-09-17 03:00:00,1439.72,1442.38,1436.72,1440.57,10516.3291,20024
2022-09-17 04:00:00,1440.57,1447.92,1439.23,1440.87,17026.09,19966
2022-09-17 05:00:00,1440.87,1440.88,1425.09,1432.06,22314.0429,27682
2022-09-17 06:00:00,1432.06,1433.61,1425.0,1431.4,17654.7473,27510
2022-09-17 07:00:00,1431.39,1433.14,1426.4,1432.37,13814.8672,21447
2022-09-17 08:00:00,1432.37,1435.18,1430.61,1434.22,10433.2577,18305
2022-09-17 09:00:00,1434.22,1435.32,1430.16,1432.0,11025.6935,18712
2022-09-17 10:00:00,1432.01,1433.14,1416.0,1426.77,16024.1487,28040
2022-09-17 11:00:00,1426.77,1427.81,1419.03,1419.64,13285.6008,27479
2022-09-17 12:00:00,1419.64,1428.0,1409.12,1424.67,22628.2912,40805
2022-09-17 13:00:00,1424.67,1427.16,1419.28,1422.8,11148.1863,21306
2022-09-17 14:00:00,1422.8,1445.43,1421.98,1445.32,22166.8942,35884
2022-09-17 15:00:00,1445.33,1450.64,1436.67,1444.34,17998.2359,31855
2022-09-17 16:00:00,1444.34,1469.65,1442.34,1466.43,39775.579,68163
2022-09-17 17:00:00,1466.44,1475.9,1462.54,1470.54,21186.9551,40456
2022-09-17 18:00:00,1470.54,1476.13,1465.33,1467.75,15728.336,26700
2022-09-17 19:00:00,1467.76,1468.74,1458.23,1464.66,10509.0215,21343
2022-09-17 20:00:00,1464.67,1466.0,1461.06,1462.24,8712.5005,16954
2022-09-17 21:00:00,1462.25,1462.82,1446.52,1452.73,14381.9403,26221
2022-09-17 22:00:00,1452.72,1467.37,1450.86,1465.34,22452.9312,28887
2022-09-17 23:00:00,1465.33,1473.29,1461.81,1468.83,17219.9502,32134
2022-09-18 00:00:00,1468.82,1469.63,1449.0,1451.51,22912.6238,30829
2022-09-18 01:00:00,1451.51,1457.3,1450.16,1452.35,11662.7977,17522
2022-09-18 02:00:00,1452.35,1456.75,1451.45,1455.43,7681.4344,15377
2022-09-18 03:00:00,1455.42,1455.97,1446.66,1451.81,10159.6643,20796
2022-09-18 04:00:00,1451.8,1456.48,1448.89,1453.3,10535.8095,18710
2022-09-18 05:00:00,1453.3,1460.51,1452.07,1458.05,7567.4807,14606
2022-09-18 06:00:00,1458.05,1459.57,1450.88,1454.38,9699.6236,18000
2022-09-18 07:00:00,1454.37,1457.49,1452.56,1453.45,11046.8228,15669
2022-09-18 08:00:00,1453.45,1459.55,1452.39,1455.45,13554.81,19303
2022-09-18 09:00:00,1455.45,1458.35,1423.16,1424.18,35759.6198,41596
2022-09-18 10:00:00,1424.17,1444.19,1417.38,1431.88,28961.3459,44003
2022-09-18 11:00:00,1431.88,1435.41,1430.52,1434.01,12275.066,19990
2022-09-18 12:00:00,1434.02,1439.84,1426.0,1438.03,20125.8948,28594
2022-09-18 13:00:00,1438.02,1439.11,1431.71,1435.02,15671.0336,24210
2022-09-18 14:00:00,1435.03,1435.66,1410.1,1420.51,41329.0927,50266
2022-09-18 15:00:00,1420.51,1426.2,1412.12,1417.43,23547.1219,29272
2022-09-18 16:00:00,1417.44,1424.68,1386.22,1396.49,93924.0608,99307
2022-09-18 17:00:00,1396.49,1398.01,1372.33,1377.62,57323.519,70610
2022-09-18 18:00:00,1377.61,1387.41,1367.0,1374.54,57200.309,68140
2022-09-18 19:00:00,1374.54,1387.17,1368.53,1380.78,36080.1473,44626
2022-09-18 20:00:00,1380.78,1381.62,1367.07,1371.92,33699.7682,37753
2022-09-18 21:00:00,1371.92,1372.01,1325.55,1333.62,99059.5835,127235
2022-09-18 22:00:00,1333.62,1342.66,1325.94,1340.79,77162.3212,76388
2022-09-18 23:00:00,1340.78,1355.49,1330.0,1334.51,67173.5175,57803
2022-09-19 00:00:00,1334.51,1354.0,1331.5,1343.94,38532.4791,42323
2022-09-19 01:00:00,1343.95,1352.14,1336.93,1340.53,21485.5225,29662
2022-09-19 02:00:00,1340.53,1341.99,1295.0,1301.73,103183.9296,111805
2022-09-19 03:00:00,1301.73,1308.94,1287.71,1294.55,43906.0003,53508
2022-09-19 04:00:00,1294.55,1309.45,1292.91,1305.82,29953.6792,37123
2022-09-19 05:00:00,1305.83,1313.43,1285.0,1296.54,40267.8581,46213
2022-09-19 06:00:00,1296.54,1304.68,1280.0,1293.13,59109.9157,71582
2022-09-19 07:00:00,1293.13,1304.34,1284.34,1302.21,46746.2349,53942
2022-09-19 08:00:00,1302.22,1308.55,1292.87,1293.54,32212.3096,37615
2022-09-19 09:00:00,1293.54,1299.25,1289.41,1297.08,31388.4889,34110
2022-09-19 10:00:00,1297.09,1320.04,1295.5,1316.94,41164.0846,48496
2022-09-19 11:00:00,1316.94,1318.34,1302.16,1307.9,32269.3333,38618
2022-09-19 12:00:00,1307.91,1327.99,1306.75,1318.49,40212.0089,44721
2022-09-19 13:00:00,1318.49,1343.16,1311.28,1339.36,56757.1967,70115
2022-09-19 14:00:00,1339.36,1372.33,1331.71,1354.83,75879.6825,107108
2022-09-19 15:00:00,1354.83,1361.41,1339.03,1341.53,48499.2291,61786
2022-09-19 16:00:00,1341.52,1353.88,1337.81,1351.33,29286.331,46077
2022-09-19 17:00:00,1351.33,1352.77,1321.84,1328.49,34702.4351,46862
2022-09-19 18:00:00,1328.48,1345.5,1323.29,1344.69,27678.4317,39643
2022-09-19 19:00:00,1344.69,1367.46,1344.11,1362.37,43642.6496,61560
2022-09-19 20:00:00,1362.38,1367.98,1356.62,1357.08,20984.0836,33382
2022-09-19 21:00:00,1357.09,1393.35,1357.08,1377.82,30691.4869,57931
2022-09-19 22:00:00,1377.82,1392.19,1373.43,1385.77,28128.3685,34267
2022-09-19 23:00:00,1385.77,1388.31,1373.56,1375.98,18173.4586,26911
2022-09-20 00:00:00,1375.98,1384.78,1363.51,1369.28,29682.3021,39324
2022-09-20 01:00:00,1369.28,1369.52,1357.08,1365.81,16680.6384,25270
2022-09-20 02:00:00,1365.81,1369.39,1360.5,1365.99,13094.2523,21137
2022-09-20 03:00:00,1365.99,1367.35,1342.24,1355.0,32210.7929,38656
2022-09-20 04:00:00,1355.01,1359.24,1352.11,1356.89,14648.9779,20182
2022-09-20 05:00:00,1356.89,1369.72,1355.74,1357.39,16187.9234,26035
2022-09-20 06:00:00,1357.39,1361.35,1352.14,1359.8,13594.5597,22834
2022-09-20 07:00:00,1359.81,1378.51,1351.07,1358.54,43526.1657,58813
2022-09-20 08:00:00,1358.55,1366.74,1354.09,1357.51,18360.4696,26179
2022-09-20 09:00:00,1357.5,1359.61,1345.14,1352.57,25461.288,36419
2022-09-20 10:00:00,1352.57,1360.81,1346.43,1360.26,20325.8658,30307
2022-09-20 11:00:00,1360.27,1365.27,1353.35,1356.26,18592.779,29338
2022-09-20 12:00:00,1356.25,1357.5,1346.11,1349.83,25559.3894,37343
2022-09-20 13:00:00,1349.83,1352.31,1329.01,1343.84,57157.0864,77300
2022-09-20 14:00:00,1343.85,1359.99,1335.43,1359.67,50024.1349,69631
2022-09-20 15:00:00,1359.67,1381.56,1351.51,1377.18,38077.5015,60751
2022-09-20 16:00:00,1377.17,1384.1,1357.47,1367.32,37281.9848,58325
2022-09-20 17:00:00,1367.31,1368.99,1332.29,1335.43,41237.1354,65959
2022-09-20 18:00:00,1335.44,1348.44,1331.92,1345.2,35943.4645,55107
2022-09-20 19:00:00,1345.2,1357.55,1343.34,1352.1,23669.7995,44929
2022-09-20 20:00:00,1352.09,1356.36,1341.2,1343.18,16926.3224,28791
2022-09-20 21:00:00,1343.19,1348.7,1317.95,1317.96,20714.462,37513
2022-09-20 22:00:00,1318.02,1332.29,1312.71,1331.12,27675.2419,39024
2022-09-20 23:00:00,1331.12,1331.49,1316.37,1322.93,21394.609,32068
2022-09-21 00:00:00,1322.94,1335.68,1317.52,1334.28,21829.8102,35674
2022-09-21 01:00:00,1334.29,1336.73,1327.28,1329.42,15626.2757,22429
2022-09-21 02:00:00,1329.42,1345.96,1329.06,1340.07,18366.5499,25389
2022-09-21 03:00:00,1340.07,1342.67,1335.62,1337.21,8529.881,14615
2022-09-21 04:00:00,1337.21,1338.35,1331.0,1338.31,11980.8116,18399
2022-09-21 05:00:00,1338.3,1344.8,1330.1,1331.47,16854.0496,24414
2022-09-21 06:00:00,1331.47,1339.0,1320.0,1326.89,36656.936,48393
2022-09-21 07:00:00,1326.89,1333.26,1316.12,1331.97,18764.7435,32423
2022-09-21 08:00:00,1331.98,1332.87,1323.14,1328.83,11822.8908,23318
2022-09-21 09:00:00,1328.84,1340.36,1324.54,1338.96,16612.7515,27136
2022-09-21 10:00:00,1338.95,1349.23,1335.22,1346.1,25869.6704,30794
2022-09-21 11:00:00,1346.09,1353.8,1342.28,1350.92,21552.539,28039
2022-09-21 12:00:00,1350.93,1360.76,1347.28,1356.14,22867.7083,32886
2022-09-21 13:00:00,1356.14,1357.48,1344.27,1348.19,34907.8817,40388
2022-09-21 14:00:00,1348.18,1357.8,1340.71,1342.62,28912.4966,38431
2022-09-21 15:00:00,1342.62,1349.22,1334.01,1343.05,25917.6157,38243
2022-09-21 16:00:00,1343.06,1353.57,1340.24,1341.08,24588.1655,34270
2022-09-21 17:00:00,1341.09,1400.0,1340.72,1397.5,82431.7811,90891
2022-09-21 18:00:00,1399.43,1408.9,1302.95,1375.61,390619.0993,360756
2022-09-21 19:00:00,1375.61,1380.41,1321.59,1323.47,87618.2973,125751
2022-09-21 20:00:00,1323.47,1327.35,1308.16,1315.02,38243.8171,57097
2022-09-21 21:00:00,1315.01,1315.02,1241.36,1253.11,107047.8116,156096
2022-09-21 22:00:00,1253.12,1255.5,1220.0,1243.89,83433.863,95334
2022-09-21 23:00:00,1243.89,1255.36,1239.9,1245.78,41211.2915,44784
2022-09-22 00:00:00,1245.79,1252.04,1237.32,1242.88,35808.9348,37763
2022-09-22 01:00:00,1242.87,1257.77,1241.44,1256.93,31181.7227,32027
2022-09-22 02:00:00,1256.93,1269.0,1252.57,1265.66,33297.7773,33544
2022-09-22 03:00:00,1265.66,1271.58,1260.5,1262.91,21901.1776,30172
2022-09-22 04:00:00,1262.92,1270.76,1261.72,1264.04,21893.5863,26513
2022-09-22 05:00:00,1264.04,1264.64,1254.61,1258.63,21144.0457,26085
2022-09-22 06:00:00,1258.63,1274.73,1257.67,1266.84,33113.5086,38863
2022-09-22 07:00:00,1266.84,1280.73,1264.51,1278.59,26992.9805,40747
2022-09-22 08:00:00,1278.59,1298.56,1276.5,1289.52,45351.8329,55659
2022-09-22 09:00:00,1289.52,1294.7,1285.0,1292.13,25716.9792,36961
2022-09-22 10:00:00,1292.12,1302.75,1288.0,1295.72,26778.8335,40820
2022-09-22 11:00:00,1295.73,1313.02,1288.88,1308.5,39004.4563,52928
2022-09-22 12:00:00,1308.51,1313.7,1302.5,1307.11,37076.95,47688
2022-09-22 13:00:00,1307.12,1308.15,1270.2,1271.78,77146.4823,78394
2022-09-22 14:00:00,1271.78,1286.35,1263.5,1266.32,53995.598,68951
2022-09-22 15:00:00,1266.33,1273.67,1256.69,1271.25,39932.1397,52985
2022-09-22 16:00:00,1271.24,1284.93,1252.12,1281.62,48905.9309,58533
2022-09-22 17:00:00,1281.62,1295.81,1274.0,1290.3,39592.5343,45297
2022-09-22 18:00:00,1290.3,1309.99,1281.83,1302.79,46323.7306,58469
2022-09-22 19:00:00,1302.8,1337.4,1302.79,1323.87,53178.9161,70815
2022-09-22 20:00:00,1323.88,1334.99,1323.61,1324.39,33610.5039,40849
2022-09-22 21:00:00,1324.38,1328.98,1307.07,1307.7,29574.6629,33987
2022-09-22 22:00:00,1307.71,1332.29,1307.7,1323.54,35451.0729,39070
2022-09-22 23:00:00,1323.54,1350.08,1322.4,1326.46,47307.9155,47516
2022-09-23 00:00:00,1326.47,1339.99,1320.76,1321.21,26579.3196,34464
2022-09-23 01:00:00,1321.21,1334.0,1314.42,1332.44,30002.6896,33858
2022-09-23 02:00:00,1332.44,1333.99,1320.84,1324.31,18302.5039,27730
2022-09-23 03:00:00,1324.32,1345.4,1324.31,1340.77,31350.0246,41897
2022-09-23 04:00:00,1340.77,1360.0,1333.01,1349.86,36128.6216,40536
2022-09-23 05:00:00,1349.86,1355.71,1342.42,1342.43,22877.5409,30275
2022-09-23 06:00:00,1342.43,1349.34,1341.83,1342.29,17075.3605,24970
2022-09-23 07:00:00,1342.3,1343.39,1328.58,1331.82,37761.2711,40835
2022-09-23 08:00:00,1331.82,1335.57,1312.82,1317.5,36277.6724,50535
2022-09-23 09:00:00,1317.51,1322.97,1303.8,1312.98,34858.731,46425
2022-09-23 10:00:00,1312.97,1316.07,1290.0,1294.8,36245.38,50052
2022-09-23 11:00:00,1294.68,1297.27,1282.14,1287.74,48545.6765,68792
2022-09-23 12:00:00,1287.75,1305.62,1285.56,1298.18,39335.4903,56334
2022-09-23 13:00:00,1298.19,1319.13,1267.77,1270.87,97161.2962,104243
2022-09-23 14:00:00,1270.86,1288.74,1262.15,1283.68,86954.4532,97047
2022-09-23 15:00:00,1283.68,1309.09,1277.57,1293.94,55696.9662,72011
2022-09-23 16:00:00,1293.95,1298.67,1277.81,1295.45,46281.4853,62738
2022-09-23 17:00:00,1295.44,1302.49,1283.55,1295.79,39494.2496,50891
2022-09-23 18:00:00,1295.8,1307.42,1277.12,1282.61,61118.4521,77767
2022-09-23 19:00:00,1282.62,1296.09,1274.32,1292.26,50656.1946,65212
2022-09-23 20:00:00,1292.26,1309.0,1292.24,1300.61,26916.1376,37510
2022-09-23 21:00:00,1300.62,1329.28,1299.0,1325.95,27870.7628,42216
2022-09-23 22:00:00,1325.95,1337.77,1323.91,1329.78,42937.8534,45156
2022-09-23 23:00:00,1329.79,1339.93,1323.11,1327.25,23624.2314,32012
2022-09-24 00:00:00,1327.24,1330.41,1311.36,1318.03,27427.8407,32138
2022-09-24 01:00:00,1318.03,1324.99,1312.85,1318.71,13876.3949,21264
2022-09-24 02:00:00,1318.71,1330.11,1316.62,1324.55,30278.0757,29487
2022-09-24 03:00:00,1324.55,1327.54,1315.75,1321.65,28007.6955,25972
2022-09-24 04:00:00,1321.66,1329.83,1318.26,1328.12,13651.1491,22078
2022-09-24 05:00:00,1328.11,1337.8,1323.82,1332.57,21368.6863,28279
2022-09-24 06:00:00,1332.57,1335.65,1322.41,1324.5,14849.5228,22853
2022-09-24 07:00:00,1324.51,1325.09,1316.9,1322.41,14087.2762,22691
2022-09-24 08:00:00,1322.4,1331.15,1317.03,1329.24,23193.9793,28970
2022-09-24 09:00:00,1329.24,1329.99,1321.33,1326.59,24322.717,24150
2022-09-24 10:00:00,1326.6,1328.63,1320.5,1325.99,17028.0165,20339
2022-09-24 11:00:00,1326.0,1332.74,1323.81,1326.99,25251.2461,22587
2022-09-24 12:00:00,1326.99,1336.39,1326.15,1331.99,24239.1175,24867
2022-09-24 13:00:00,1331.98,1348.9,1331.18,1342.71,40413.4806,43461
2022-09-24 14:00:00,1342.7,1349.33,1339.6,1342.38,17960.5796,29352
2022-09-24 15:00:00,1342.38,1345.39,1333.11,1339.78,22721.0017,26849
2022-09-24 16:00:00,1339.77,1347.3,1337.44,1337.82,26248.9913,27530
2022-09-24 17:00:00,1337.82,1343.2,1333.69,1336.37,14172.6888,18196
2022-09-24 18:00:00,1336.36,1344.0,1333.85,1343.69,18576.6245,21829
2022-09-24 19:00:00,1343.7,1348.35,1339.59,1342.31,13170.7785,17940
2022-09-24 20:00:00,1342.3,1344.07,1337.47,1342.0,9221.9817,14631
2022-09-24 21:00:00,1341.99,1342.39,1319.42,1322.96,21208.7769,30992
2022-09-24 22:00:00,1322.98,1322.99,1306.52,1314.49,31942.5436,37692
2022-09-24 23:00:00,1314.5,1321.02,1310.53,1317.13,24338.1849,22243
2022-09-25 00:00:00,1317.13,1323.93,1314.4,1321.57,25405.3823,23035
2022-09-25 01:00:00,1321.58,1325.48,1318.37,1321.58,14565.4937,16345
2022-09-25 02:00:00,1321.57,1322.48,1316.04,1321.16,13083.0362,15469
2022-09-25 03:00:00,1321.16,1329.44,1318.81,1329.38,16824.518,22091
2022-09-25 04:00:00,1329.37,1330.12,1325.0,1327.64,9439.9714,15408
2022-09-25 05:00:00,1327.64,1329.43,1319.58,1322.68,10403.1724,14767
2022-09-25 06:00:00,1322.68,1328.43,1321.7,1326.31,7414.0464,13339
2022-09-25 07:00:00,1326.32,1337.0,1324.18,1332.84,19390.0125,23810
2022-09-25 08:00:00,1332.83,1334.45,1328.06,1330.55,22619.28,21203
2022-09-25 09:00:00,1330.54,1332.26,1321.89,1323.11,14174.1495,20533
2022-09-25 10:00:00,1323.1,1327.18,1316.74,1325.31,13135.9838,18893
2022-09-25 11:00:00,1325.32,1332.0,1325.08,1329.33,13772.0807,17088
2022-09-25 12:00:00,1329.33,1331.49,1322.22,1323.57,10620.6299,18651
2022-09-25 13:00:00,1323.57,1323.84,1298.15,1306.11,61099.8305,55439
2022-09-25 14:00:00,1306.11,1310.16,1299.21,1306.0,21605.0182,32493
2022-09-25 15:00:00,1306.0,1314.53,1305.0,1310.79,19212.136,26610
2022-09-25 16:00:00,1310.78,1321.03,1301.5,1303.54,22265.2881,29282
2022-09-25 17:00:00,1303.54,1304.39,1281.91,1297.38,50395.9428,59291
2022-09-25 18:00:00,1297.37,1300.65,1289.34,1296.51,18293.5852,25386
2022-09-25 19:00:00,1296.5,1303.62,1294.49,1299.82,19776.2295,23595
2022-09-25 20:00:00,1299.81,1300.17,1291.07,1292.35,11206.7669,18775
2022-09-25 21:00:00,1292.34,1294.5,1280.17,1285.53,18152.1077,27562
2022-09-25 22:00:00,1285.54,1303.1,1269.27,1290.94,58570.2616,66877
2022-09-25 23:00:00,1290.94,1300.29,1288.29,1294.63,24108.9176,34745
2022-09-26 00:00:00,1294.62,1311.62,1290.02,1293.04,40190.0686,47427
2022-09-26 01:00:00,1293.05,1307.14,1286.88,1301.37,38770.5915,45961
2022-09-26 02:00:00,1301.38,1308.83,1299.18,1304.37,30331.7308,28828
2022-09-26 03:00:00,1304.37,1314.55,1301.16,1303.23,23693.3651,28277
2022-09-26 04:00:00,1303.24,1306.35,1293.76,1294.33,16833.127,23122
2022-09-26 05:00:00,1294.33,1296.38,1286.27,1290.69,20584.3722,25997
2022-09-26 06:00:00,1290.69,1296.33,1277.85,1280.23,46254.3222,47475
2022-09-26 07:00:00,1280.23,1300.46,1279.35,1295.44,41320.3099,46598
2022-09-26 08:00:00,1295.43,1322.74,1293.38,1320.71,40607.8263,46438
2022-09-26 09:00:00,1320.7,1325.06,1308.04,1309.73,31159.3051,40361
2022-09-26 10:00:00,1309.72,1318.0,1307.0,1311.71,26707.2873,31546
2022-09-26 11:00:00,1311.7,1313.75,1289.32,1297.22,35208.9344,42372
2022-09-26 12:00:00,1297.22,1321.9,1293.7,1315.85,37595.9691,46333
2022-09-26 13:00:00,1315.86,1327.25,1308.53,1324.79,51152.8688,59205
2022-09-26 14:00:00,1324.8,1338.51,1320.79,1330.01,57207.9502,67581
2022-09-26 15:00:00,1330.0,1332.14,1314.35,1325.17,37446.6086,46024
2022-09-26 16:00:00,1325.18,1325.18,1311.27,1322.46,51018.7619,50822
2022-09-26 17:00:00,1322.47,1327.81,1315.14,1323.04,27558.8152,31685
2022-09-26 18:00:00,1323.03,1333.04,1321.27,1330.95,23926.3086,34775
2022-09-26 19:00:00,1330.95,1340.42,1326.85,1330.38,39592.7184,47127
2022-09-26 20:00:00,1330.37,1332.0,1321.5,1324.87,31151.8827,29796
2022-09-26 21:00:00,1324.88,1326.68,1315.32,1317.19,12783.5192,18267
2022-09-26 22:00:00,1317.18,1334.13,1315.29,1327.44,18720.5401,23979
2022-09-26 23:00:00,1327.45,1337.73,1327.08,1336.17,19349.2501,24163
2022-09-27 00:00:00,1336.17,1348.26,1332.28,1342.83,37926.7101,36638
2022-09-27 01:00:00,1342.82,1379.62,1342.22,1367.05,63334.9468,74741
2022-09-27 02:00:00,1367.06,1376.71,1361.88,1376.42,27660.142,34280
2022-09-27 03:00:00,1376.42,1389.77,1370.71,1385.66,50910.7458,53634
2022-09-27 04:00:00,1385.66,1387.62,1379.03,1380.41,28052.0727,36270
2022-09-27 05:00:00,1380.4,1387.01,1375.04,1386.82,34716.0808,47478
2022-09-27 06:00:00,1386.81,1394.56,1383.83,1384.03,30171.0595,38067
2022-09-27 07:00:00,1384.03,1390.25,1380.56,1382.33,20180.6972,30235
2022-09-27 08:00:00,1382.34,1384.72,1375.69,1378.33,22964.2424,35896
2022-09-27 09:00:00,1378.33,1386.33,1375.6,1384.41,21047.8384,28465
2022-09-27 10:00:00,1384.4,1389.44,1383.2,1387.02,18972.6034,23773
2022-09-27 11:00:00,1387.02,1399.06,1382.01,1388.81,31541.5301,38700
2022-09-27 12:00:00,1388.82,1400.0,1385.59,1392.06,39557.162,47067
2022-09-27 13:00:00,1392.07,1399.16,1379.57,1388.0,48576.8513,53217
2022-09-27 14:00:00,1387.99,1391.58,1380.18,1388.36,37177.9741,44113
2022-09-27 15:00:00,1388.35,1390.5,1364.62,1365.18,40918.477,51643
2022-09-27 16:00:00,1365.19,1367.68,1320.11,1331.83,84949.2332,104245
2022-09-27 17:00:00,1331.84,1331.84,1308.5,1314.3,56863.223,72694
2022-09-27 18:00:00,1314.31,1325.72,1303.75,1323.11,44092.1601,53211
2022-09-27 19:00:00,1323.11,1331.63,1311.78,1324.6,42662.0045,48635
2022-09-27 20:00:00,1324.6,1325.29,1317.19,1324.88,20822.3103,25533
2022-09-27 21:00:00,1324.88,1325.93,1316.69,1322.05,12397.2906,20185
2022-09-27 22:00:00,1322.06,1331.43,1317.04,1330.01,21353.9973,27342
2022-09-27 23:00:00,1330.0,1335.16,1326.56,1328.02,23735.5418,29150
2022-09-28 00:00:00,1328.01,1340.44,1328.01,1333.63,23431.1013,28264
2022-09-28 01:00:00,1333.63,1336.71,1306.0,1310.78,46516.643,49504
2022-09-28 02:00:00,1310.79,1312.71,1267.13,1277.15,95207.036,96408
