date,open,high,low,close,volume,num_trades
2022-09-14 06:00:00,20314.81,20329.68,20218.15,20239.64,11707.64081,212615
2022-09-14 07:00:00,20239.64,20329.53,20130.98,20243.89,12959.33484,257918
2022-09-14 08:00:00,20243.22,20419.83,20190.24,20384.88,15738.23668,301115
2022-09-14 09:00:00,20383.97,20405.0,20311.93,20347.79,11044.67154,204319
2022-09-14 10:00:00,20347.79,20388.15,20310.06,20340.78,9752.5418,181397
2022-09-14 11:00:00,20340.0,20362.08,20091.19,20225.35,15010.20751,263246
2022-09-14 12:00:00,20224.74,20347.91,20070.0,20309.11,23491.94453,442100
2022-09-14 13:00:00,20309.08,20389.99,20182.44,20310.64,21260.29961,378345
2022-09-14 14:00:00,20310.64,20316.76,20104.02,20293.6,21472.69767,366234
2022-09-14 15:00:00,20292.56,20332.09,20150.0,20178.79,15945.50966,257254
2022-09-14 16:00:00,20178.16,20219.41,20108.58,20142.01,15114.49048,244677
2022-09-14 17:00:00,20142.01,20238.71,20093.23,20105.17,12402.13835,210742
2022-09-14 18:00:00,20104.16,20132.93,19617.62,19777.83,26754.60983,528957
2022-09-14 19:00:00,19777.83,20002.59,19712.84,19952.11,17158.66278,291501
2022-09-14 20:00:00,19951.83,19990.86,19892.85,19946.22,9336.1402,173120
2022-09-14 21:00:00,19945.04,20229.15,19851.21,20201.81,9279.58394,209964
2022-09-14 22:00:00,20202.83,20393.37,20133.46,20296.11,13572.672,250891
2022-09-14 23:00:00,20296.22,20313.15,20188.36,20226.71,8365.53576,166485
2022-09-15 00:00:00,20227.17,20270.61,20140.5,20157.77,11767.68243,245816
2022-09-15 01:00:00,20158.42,20199.0,19955.5,20194.61,12889.52135,280721
2022-09-15 02:00:00,20194.61,20197.23,20015.81,20098.45,9632.59859,249824
2022-09-15 03:00:00,20098.45,20107.99,19920.0,20023.59,14804.45755,343199
2022-09-15 04:00:00,20023.59,20092.66,19955.43,20025.33,12367.63674,250760
2022-09-15 05:00:00,20025.91,20195.0,20002.0,20145.89,11184.44909,248565
2022-09-15 06:00:00,20145.82,20313.59,19980.0,20100.14,25071.88624,587629
2022-09-15 07:00:00,20098.77,20330.24,20063.2,20204.23,19578.1281,383552
2022-09-15 08:00:00,20204.23,20225.0,20025.0,20149.31,15423.71112,304801
2022-09-15 09:00:00,20149.31,20199.75,20052.6,20132.4,11743.18989,233163
2022-09-15 10:00:00,20133.01,20209.97,20102.8,20155.71,10188.51724,226563
2022-09-15 11:00:00,20154.89,20200.0,20085.97,20148.35,10585.32411,205240
2022-09-15 12:00:00,20149.59,20194.12,20060.0,20126.84,13811.11915,270613
2022-09-15 13:00:00,20125.65,20148.86,19985.3,20119.47,16116.25536,335817
2022-09-15 14:00:00,20119.47,20175.4,19643.01,19703.51,25140.24771,480020
